
조건별분석
[검색조건]
,분류: 지상
,요소 : 바람
,검색구분 : 월
,지역/지점명 : 정선군
,기간 : 2020 ~ 2025년 01 ~ 12월


	
	
	
	
	
		지점번호,지점명,일시,평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),	최대풍속일자,최대순간풍속(m/s),최대순간풍속풍향(deg),	최대순간풍속일자,	
		217,정선군,2020-01,1.7,12.5,20,2020-01-20,17.3,50,2020-01-20
		217,정선군,2020-02,2.0,14.2,20,2020-02-22,22.3,50,2020-02-22
		217,정선군,2020-03,2.3,17.0,20,2020-03-19,22.5,50,2020-03-19
		217,정선군,2020-04,2.8,16.5,20,2020-04-25,24.1,50,2020-04-25
		217,정선군,2020-05,1.7,11.5,20,2020-05-12,16.6,20,2020-05-12
		217,정선군,2020-06,1.5,9.2,20,2020-06-01,15.1,50,2020-06-01
		217,정선군,2020-07,1.2,10.2,20,2020-07-20,14.4,50,2020-07-20
		217,정선군,2020-08,1.5,10.2,20,2020-08-06,14.7,340,2020-08-06
		217,정선군,2020-09,2.0,12.5,20,2020-09-08,18.8,50,2020-09-03
		217,정선군,2020-10,1.3,9.2,20,2020-10-24,12.9,20,2020-10-24
		217,정선군,2020-11,1.9,12.2,20,2020-11-03,16.5,360,2020-11-03
		217,정선군,2020-12,1.7,9.5,20,2020-12-24,19.5,50,2020-12-24
		217,정선군,2021-01,2.2,12.8,20,2021-01-28,26.5,50,2021-01-28
		217,정선군,2021-02,2.4,11.0,20,2021-02-15,23.8,50,2021-02-15
		217,정선군,2021-03,2.0,11.8,50,2021-03-23,23.8,50,2021-03-21
		217,정선군,2021-04,2.1,9.7,20,2021-04-14,19.4,50,2021-04-14
		217,정선군,2021-05,1.6,10.9,50,2021-05-09,20.9,50,2021-05-09
		217,정선군,2021-06,1.4,8.3,50,2021-06-05,15.7,50,2021-06-05
		217,정선군,2021-07,1.1,7.3,50,2021-07-04,12.5,50,2021-07-04
		217,정선군,2021-08,1.1,7.3,50,2021-08-21,13.6,50,2021-08-21
		217,정선군,2021-09,1.2,5.5,50,2021-09-29,11.9,50,2021-09-22
		217,정선군,2021-10,1.0,6.5,50,2021-10-10,11.3,50,2021-10-04
		217,정선군,2021-11,2.0,12.5,20,2021-11-23,23.1,50,2021-11-30
		217,정선군,2021-12,2.1,10.6,50,2021-12-12,20.1,70,2021-12-12
		217,정선군,2022-01,1.3,8.4,20,2022-01-13,15.3,50,2022-01-13
		217,정선군,2022-02,2.2,9.7,50,2022-02-14,18.9,50,2022-02-01
		217,정선군,2022-03,1.8,13.0,20,2022-03-05,23.6,50,2022-03-05
		217,정선군,2022-04,1.9,10.1,50,2022-04-07,19.8,50,2022-04-07
		217,정선군,2022-05,1.7,10.0,50,2022-05-04,17.1,50,2022-05-01
		217,정선군,2022-06,1.5,7.6,50,2022-06-02,14.6,50,2022-06-23
		217,정선군,2022-07,0.7,6.2,50,2022-07-01,11.8,70,2022-07-15
		217,정선군,2022-08,1.2,8.8,50,2022-08-15,16.7,50,2022-08-15
		217,정선군,2022-09,1.2,7.0,50,2022-09-23,13.2,50,2022-09-23
		217,정선군,2022-10,1.1,7.6,20,2022-10-10,13.7,50,2022-10-10
		217,정선군,2022-11,1.2,9.2,20,2022-11-26,21.3,50,2022-11-26
		217,정선군,2022-12,1.8,9.9,20,2022-12-07,21.8,50,2022-12-07
		217,정선군,2023-01,1.5,11.2,20,2023-01-20,21.9,50,2023-01-20
		217,정선군,2023-02,1.4,11.4,20,2023-02-01,21.4,50,2023-02-01
		217,정선군,2023-03,1.7,9.6,50,2023-03-15,19.0,50,2023-03-15
