
조건별분석
[검색조건]
,분류: 지상
,요소 : 바람
,검색구분 : 월
,지역/지점명 : 인제
,기간 : 2020 ~ 2025년 01 ~ 12월


	
	
	
	
	
		지점번호,지점명,일시,평균풍속(m/s),최대풍속(m/s),최대풍속풍향(deg),	최대풍속일자,최대순간풍속(m/s),최대순간풍속풍향(deg),	최대순간풍속일자,	
		211,인제,2020-01,1.5,6.2,360,2020-01-28,10.2,200,2020-01-20
		211,인제,2020-02,1.7,6.9,180,2020-02-22,10.8,160,2020-02-22
		211,인제,2020-03,1.9,8.7,160,2020-03-19,15.3,200,2020-03-19
		211,인제,2020-04,2.1,7.7,160,2020-04-21,18.9,180,2020-04-21
		211,인제,2020-05,1.6,7.1,180,2020-05-13,17.4,180,2020-05-13
		211,인제,2020-06,1.6,8.9,360,2020-06-30,18.0,360,2020-06-30
		211,인제,2020-07,1.5,6.4,180,2020-07-20,14.7,180,2020-07-20
		211,인제,2020-08,1.4,5.8,180,2020-08-27,13.2,200,2020-08-27
		211,인제,2020-09,1.7,8.0,160,2020-09-08,18.2,180,2020-09-08
		211,인제,2020-10,1.1,5.4,160,2020-10-04,11.6,180,2020-10-04
		211,인제,2020-11,1.4,6.9,180,2020-11-19,17.0,230,2020-11-19
		211,인제,2020-12,1.3,6.2,180,2020-12-24,13.5,180,2020-12-24
		211,인제,2021-01,1.6,6.0,230,2021-01-28,16.6,230,2021-01-28
		211,인제,2021-02,2.0,6.8,200,2021-02-16,17.0,90,2021-02-16
		211,인제,2021-03,1.7,7.2,180,2021-03-23,17.8,200,2021-03-23
		211,인제,2021-04,1.8,6.6,200,2021-04-13,15.0,200,2021-04-13
		211,인제,2021-05,1.5,7.4,180,2021-05-08,18.9,200,2021-05-08
		211,인제,2021-06,1.5,6.0,180,2021-06-04,14.8,200,2021-06-04
		211,인제,2021-07,1.3,4.4,20,2021-07-27,9.7,200,2021-07-10
		211,인제,2021-08,1.2,5.5,20,2021-08-19,11.4,200,2021-08-21
		211,인제,2021-09,1.3,5.8,20,2021-09-05,14.0,200,2021-09-22
		211,인제,2021-10,1.1,6.4,50,2021-10-19,12.3,360,2021-10-19
		211,인제,2021-11,1.5,6.4,200,2021-11-08,15.3,200,2021-11-30
		211,인제,2021-12,1.6,6.5,200,2021-12-17,14.0,180,2021-12-20
		211,인제,2022-01,1.2,5.6,20,2022-01-23,11.6,230,2022-01-13
		211,인제,2022-02,1.8,6.7,180,2022-02-27,14.5,180,2022-02-27
		211,인제,2022-03,1.7,7.8,180,2022-03-04,17.1,200,2022-03-04
		211,인제,2022-04,1.9,6.9,200,2022-04-22,15.1,200,2022-04-21
		211,인제,2022-05,1.6,6.5,180,2022-05-01,16.3,200,2022-05-01
		211,인제,2022-06,1.8,7.0,180,2022-06-29,13.9,200,2022-06-29
		211,인제,2022-07,1.2,4.2,20,2022-07-11,9.9,50,2022-07-11
		211,인제,2022-08,1.4,6.5,180,2022-08-15,15.1,200,2022-08-15
		211,인제,2022-09,1.4,6.9,20,2022-09-19,15.7,20,2022-09-19
		211,인제,2022-10,1.2,6.3,180,2022-10-10,15.2,200,2022-10-10
		211,인제,2022-11,1.1,5.9,230,2022-11-26,14.0,180,2022-11-30
		211,인제,2022-12,1.3,6.1,200,2022-12-17,13.0,200,2022-12-17
		211,인제,2023-01,1.1,6.4,20,2023-01-14,14.1,180,2023-01-20
		211,인제,2023-02,1.2,5.9,20,2023-02-14,14.1,230,2023-02-24
		211,인제,2023-03,1.4,6.4,20,2023-03-23,13.2,180,2023-03-15
		211,인제,2023-04,1.7,6.3,180,2023-04-11,14.9,180,2023-04-09
		211,인제,2023-05,1.5,7.6,20,2023-05-06,15.2,20,2023-05-06
		211,인제,2023-06,1.3,5.6,180,2023-06-27,12.7,230,2023-06-03
